List of MISMATCHES between SequenceA and SequenceB: (1)Inside chains and (2)Between chains


(1). Mismatches inside chains

 L1EndA	L2StartA		L1EndB	L2StartB		Mismatch
1931477	1931479		1420224	1420226		    2
1931500	1931505		1420247	1420252		    5
1931533	1931571		1420280	1420318		   38
1931596	1931616		1420343	1420363		   20
1931641	1931645		1420388	1420392		    4
1931683	1931684		1420430	1420431		    1
1931707	1931708		1420454	1420455		    1
1931749	1931751		1420496	1420498		    2
1931776	1931779		1420523	1420526		    3
1931842	1931843		1420589	1420590		    1
1931941	1931943		1420688	1420690		    2
1931971	1932196		1420718	1420943		  225
1932217	1932246		1420964	1420993		   29
1932299	1932414		1421046	1421161		  115
1947137	1947150		 579607	 579620		   13
1967987	1967998		1425430	1425441		   11
1968060	1968066		1425503	1425509		    6
1968117	1968120		1425560	1425563		    3
1968246	1968247		1426889	1426890		    1
1968304	1968305		1426947	1426948		    1
1968607	1968608		1427250	1427251		    1
1968652	1968653		1427295	1427296		    1
1968707	1968740		1427350	1427383		   33
1972507	1972508		1433007	1433008		    1
1973064	1973065		1433565	1433566		    1
1973332	1973348		1433833	1433849		   16
1973386	1973390		1433887	1433891		    4
1973427	1973428		1433928	1433929		    1
1973485	1973487		1433986	1433988		    2
1973575	1973594		1434076	1434095		   19
1973881	1973883		1434382	1434384		    2
1973974	1973976		1434475	1434477		    2
1974082	1974094		1434603	1434615		   12
1974182	1974184		1434703	1434705		    2
1974351	1974353		1434872	1434874		    2
1974601	1974602		1435122	1435123		    1
1974883	1974884		1435405	1435406		    1
1974920	1974921		1435442	1435443		    1
1974948	1974950		1435470	1435472		    2
1974988	1974989		1435510	1435511		    1
1975039	1975040		1435561	1435562		    1
1975102	1975103		1435624	1435625		    1
1975171	1975172		1435693	1435694		    1
1975396	1975401		1435918	1435923		    5
1975441	1975448		1435963	1435970		    7
1975750	1975751		1436272	1436273		    1
1975795	1975796		1436317	1436318		    1
1975837	1975839		1436359	1436361		    2
1975873	1975875		1436395	1436397		    2
1975969	1975971		1436491	1436493		    2
1976062	1976064		1436584	1436586		    2
1976158	1976159		1436680	1436681		    1
1976197	1976198		1436719	1436720		    1
1976275	1976279		1436797	1436801		    4
1976329	1976331		1436851	1436853		    2
1976375	1976376		1436897	1436898		    1
1976503	1976504		1437025	1437026		    1
1976575	1976576		1437097	1437098		    1
1976683	1976705		1437205	1437227		   22
1976733	1976734		1437255	1437256		    1
1976878	1976879		1437400	1437401		    1
1977166	1977167		1437688	1437689		    1
1977358	1977380		1437880	1437902		   22
1977640	1977677		1438162	1438199		   37
1977704	1977706		1438226	1438228		    2
1977727	1977728		1438249	1438250		    1
1977772	1977773		1438294	1438295		    1
1977826	1977827		1438348	1438349		    1
1977868	1977869		1438390	1438391		    1
1977907	1977908		1438429	1438430		    1
1977985	1977986		1438507	1438508		    1
1978153	1978155		1438675	1438677		    2
1978243	1978248		1438765	1438770		    5
1978493	1978495		1439015	1439017		    2
1978555	1978557		1439077	1439079		    2
1978617	1978639		1439139	1439161		   22
1978863	1978865		1439385	1439387		    2
1979105	1979106		1439627	1439628		    1
1979293	1979294		1439815	1439816		    1
1979335	1979337		1439857	1439859		    2
1979381	1979382		1439903	1439904		    1
1979546	1979547		1440068	1440069		    1
1979681	1979683		1440203	1440205		    2
1979708	1979709		1440230	1440231		    1
1979957	1979959		1440479	1440481		    2
1980379	1980380		1440901	1440902		    1
1980880	1980909		1441402	1441431		   29
1980937	1980938		1441459	1441460		    1
1981112	1981150		1441634	1441672		   38
1981528	1981529		1442050	1442051		    1
1981762	1981763		1442284	1442285		    1
1982027	1982028		1442549	1442550		    1
1982062	1982063		1442584	1442585		    1
1982161	1982165		1442683	1442687		    4
1982281	1982282		1442803	1442804		    1
1982392	1982394		1442914	1442916		    2
1982605	1982606		1443127	1443128		    1
1982650	1982651		1443172	1443173		    1
1982734	1982788		1443256	1443310		   54
1982815	1982984		1443337	1443506		  169
1983005	1983024		1443527	1443546		   19
1983055	1983059		1443577	1443581		    4
1983080	1983083		1443602	1443605		    3
1983117	1983161		1443639	1443683		   44
1983195	1983284		1443717	1443806		   89
1983309	1983466		1443831	1443988		  157
1983487	1983570		1444009	1444092		   83
1988727	1988729		1470931	1470933		    2
1989500	1989511		1471704	1471715		   11
1989564	1989589		1471768	1471793		   25
1989619	1989661		1471823	1471865		   42
1989699	1989737		1471903	1471941		   38
1989768	1989817		1471972	1472021		   49
1989847	1989851		1472051	1472055		    4
1990131	1990156		1472323	1472348		   25
1990206	1990207		1472398	1472399		    1
1990284	1990285		1472476	1472477		    1
1990398	1990408		1472590	1472600		   10
1990431	1990432		1472623	1472624		    1
1990455	1990474		1472647	1472666		   19
1990533	1990534		1472725	1472726		    1
1990584	1990657		1472776	1472849		   73
1990680	1990717		1472872	1472909		   37
1990738	1990739		1472930	1472931		    1
1990782	1990783		1472974	1472975		    1
1990821	1990823		1473013	1473015		    2
1990857	1990875		1473049	1473067		   18
1991058	1991059		1473249	1473250		    1
1991083	1991086		1473274	1473277		    3
1991179	1991181		1473370	1473372		    2
1991253	1991254		1473444	1473445		    1
1991341	1991346		1473532	1473537		    5
1991530	1991532		1473721	1473723		    2
1991592	1991599		1473783	1473790		    7
1991696	1991697		1473887	1473888		    1
1991721	1991723		1473912	1473914		    2
1991748	1991749		1473939	1473940		    1
1991772	1991773		1473963	1473964		    1
1991794	1991795		1473985	1473986		    1
1991867	1991868		1474058	1474059		    1
1992011	1992012		1474202	1474203		    1
1992144	1992145		1474335	1474336		    1
1992259	1992261		1474450	1474452		    2
1992282	1992283		1474473	1474474		    1
1992346	1992356		1474537	1474547		   10
1992394	1992412		1474585	1474603		   18
1992465	1992466		1474656	1474657		    1
1992493	1992495		1474684	1474686		    2
1992549	1992551		1474740	1474742		    2
1992642	1992643		1474833	1474834		    1
1992696	1992709		1474887	1474900		   13
1992742	1992746		1474933	1474937		    4
1992904	1992906		1475095	1475097		    2
1993177	1993178		1475368	1475369		    1
1993206	1993207		1475397	1475398		    1
1993282	1993316		1475473	1475507		   34
1993380	1993383		1475571	1475574		    3
1993526	1993528		1475717	1475719		    2
1993572	1993573		1475763	1475764		    1
1993597	1993598		1475788	1475789		    1
1993652	1993653		1475843	1475844		    1
1993691	1993693		1475882	1475884		    2
1993718	1993725		1475909	1475916		    7
1993763	1993765		1475954	1475956		    2
1993799	1993801		1475990	1475992		    2
1993829	1993830		1476020	1476021		    1
1993866	1993888		1476057	1476079		   22
1993919	1993930		1476110	1476121		   11
1993961	1993962		1476152	1476153		    1
1994036	1994054		1476227	1476245		   18
1994124	1994127		1476315	1476318		    3
1994154	1994167		1476345	1476358		   13
1994188	1994208		1476379	1476399		   20
1994296	1994297		1476487	1476488		    1
1994325	1994327		1476516	1476518		    2
1994358	1994360		1476549	1476551		    2
1994411	1994444		1476602	1476635		   33
1994531	1994545		1476722	1476736		   14
1994581	1994589		1476772	1476780		    8
1994620	1994622		1476811	1476813		    2
1994650	1994704		1476841	1476895		   54
1994725	1994735		1476916	1476926		   10
1994809	1994838		1477000	1477029		   29
1994863	1994865		1477054	1477056		    2
1994935	1994936		1477126	1477127		    1
1995058	1995060		1477249	1477251		    2
1995094	1995095		1477285	1477286		    1
1995122	1995123		1477313	1477314		    1
1995163	1995164		1477354	1477355		    1
1995185	1995200		1477376	1477391		   15
1995247	1995249		1477438	1477440		    2
1995280	1995285		1477471	1477476		    5
1995310	1995311		1477501	1477502		    1
1995341	1995357		1477532	1477548		   16
1995515	1995516		1477706	1477707		    1
1995580	1995609		1477771	1477800		   29
1995697	1995699		1477888	1477890		    2
1995777	1995779		1477968	1477970		    2
1995826	1995830		1478017	1478021		    4
1995857	1995897		1478048	1478088		   40
1995928	1995950		1478119	1478141		   22
1995977	1995978		1478168	1478169		    1
1996075	1996081		1478266	1478272		    6
1996432	1996454		1478623	1478645		   22
1996517	1996518		1478708	1478709		    1
1996543	1996555		1478734	1478746		   12
1996687	1996689		1478878	1478880		    2
1996730	1996731		1478921	1478922		    1
1996805	1996806		1478996	1478997		    1
1996830	1996831		1479021	1479022		    1
1996865	1996866		1479056	1479057		    1
1996904	1996905		1479095	1479096		    1
1996956	1996957		1479147	1479148		    1
1997027	1997034		1479218	1479225		    7
1997078	1997079		1479269	1479270		    1
1997145	1997147		1479336	1479338		    2
1997191	1997192		1479382	1479383		    1
1997242	1997251		1479433	1479442		    9
1997316	1997319		1479507	1479510		    3
1997381	1997412		1479572	1479603		   31
1997433	1997435		1479624	1479626		    2
1997486	1997487		1479677	1479678		    1
1997549	1997551		1479740	1479742		    2
1997582	1997601		1479773	1479792		   19
1997708	1997710		1479899	1479901		    2
1997738	1997760		1479929	1479951		   22
1997867	1997869		1480058	1480060		    2
1997897	1997911		1480088	1480102		   14
1997936	1998014		1480127	1480205		   78
1998206	1998207		1480400	1480401		    1
1998263	1998264		1480457	1480458		    1
1998317	1998319		1480511	1480513		    2
1998347	1998352		1480541	1480546		    5
1998376	1998377		1480570	1480571		    1
1998428	1998430		1480622	1480624		    2
1998451	1998453		1480645	1480647		    2
1998487	1998488		1480681	1480682		    1
1998548	1998549		1480742	1480743		    1
1998706	1998708		1480900	1480902		    2
1998849	1998850		1481043	1481044		    1
1998912	1998914		1481106	1481108		    2
1999119	1999120		1481313	1481314		    1
1999179	1999180		1481373	1481374		    1
1999257	1999259		1481451	1481453		    2
1999284	1999303		1481478	1481497		   19
1999404	1999406		1481598	1481600		    2
1999494	1999522		1481688	1481716		   28
1999692	1999760		1481886	1481954		   68
1999797	1999798		1481991	1481992		    1
1999875	1999914		1482069	1482108		   39
1999947	1999958		1482141	1482152		   11
1999992	1999993		1482186	1482187		    1
2000049	2000056		1482243	1482250		    7
2000223	2000224		1482417	1482418		    1
2000301	2000320		1482495	1482514		   19
2000457	2000459		1482651	1482653		    2
2000553	2000554		1482747	1482748		    1
2000658	2000660		1482852	1482854		    2
2000694	2000725		1482888	1482919		   31
2000748	2000749		1482942	1482943		    1
2000772	2000779		1482966	1482973		    7
2000883	2000885		1483077	1483079		    2
2000970	2000996		1483164	1483190		   26
2001204	2001227		1483398	1483421		   23
2001271	2001273		1483465	1483467		    2
2001298	2001300		1483492	1483494		    2
2001321	2001322		1483515	1483516		    1
2001384	2001415		1483578	1483609		   31
2001576	2001577		1483770	1483771		    1
2001648	2001649		1483842	1483843		    1
2001686	2001687		1483880	1483881		    1
2001801	2001803		1483995	1483997		    2
2001961	2001962		1484155	1484156		    1
2001990	2001992		1484184	1484186		    2
2002077	2002078		1484271	1484272		    1
2002125	2002177		1484319	1484371		   52
2002230	2002264		1484424	1484458		   34
2002521	2002522		1484715	1484716		    1
2002578	2002586		1484772	1484780		    8
2002630	2002648		1484824	1484842		   18
2002699	2002700		1484893	1484894		    1
2002813	2002816		1485007	1485010		    3
2004771	2004773		1485287	1485289		    2
2004851	2004873		1485367	1485389		   22
2004914	2004915		1485430	1485431		    1
2004965	2004966		1485481	1485482		    1
2005073	2005074		1485589	1485590		    1
2005175	2005191		1485691	1485707		   16
2005241	2005259		1485757	1485775		   18
2005352	2005353		1485868	1485869		    1
2005496	2005497		1486012	1486013		    1
2005582	2005608		1486098	1486124		   26
2005659	2005674		1486175	1486190		   15
2005702	2005707		1486218	1486223		    5
2005770	2005771		1486286	1486287		    1
2005851	2005852		1486367	1486368		    1
2005932	2005933		1486448	1486449		    1
2006149	2006150		1486665	1486666		    1
2006244	2006269		1486760	1486785		   25
2006352	2006353		1486868	1486869		    1
2006484	2006493		1487000	1487009		    9
2006796	2006797		1487312	1487313		    1
2006901	2006912		1487417	1487428		   11
2007133	2007134		1487649	1487650		    1
2007258	2007284		1487774	1487800		   26
2007591	2007593		1488106	1488108		    2
2007624	2007625		1488139	1488140		    1
2007768	2007778		1488283	1488293		   10
2007825	2007827		1488340	1488342		    2
2007852	2007854		1488367	1488369		    2
2007882	2007883		1488397	1488398		    1
2008062	2008069		1488577	1488584		    7
2008092	2008118		1488607	1488633		   26
2008169	2008170		1488684	1488685		    1
2008267	2008268		1488782	1488783		    1
2008306	2008307		1488821	1488822		    1
2008332	2008333		1488847	1488848		    1
2008423	2008424		1488938	1488939		    1
2008462	2008464		1488977	1488979		    2
2008498	2008499		1489013	1489014		    1
2008552	2008559		1489067	1489074		    7
2008732	2008733		1489247	1489248		    1
2008855	2008856		1489370	1489371		    1
2009038	2009040		1489553	1489555		    2
2009217	2009219		1489732	1489734		    2
2009399	2009401		1489914	1489916		    2
2009473	2009474		1489988	1489989		    1
2009571	2009572		1490086	1490087		    1
2009616	2009630		1490131	1490145		   14
2009726	2009740		1490241	1490255		   14
2009767	2009770		1490282	1490285		    3
2009824	2009826		1490339	1490341		    2
2009851	2009867		1490366	1490382		   16
2009901	2009930		1490416	1490445		   29
2010324	2010325		1490839	1490840		    1
2010472	2010473		1490987	1490988		    1
2010576	2010595		1491091	1491110		   19
2010699	2010721		1491214	1491236		   22
2010798	2010820		1491313	1491335		   22
2010973	2010975		1491488	1491490		    2
2011158	2011159		1491673	1491674		    1
2011224	2011249		1491739	1491764		   25
2011293	2011294		1491808	1491809		    1
2011377	2011405		1491892	1491920		   28
2011539	2011569		1492054	1492084		   30
2011609	2011627		1492124	1492142		   18
2011811	2011813		1492326	1492328		    2
2011838	2011844		1492353	1492359		    6
2011910	2011923		1492425	1492438		   13
2012024	2012025		1492539	1492540		    1
2012050	2012051		1492565	1492566		    1
2012141	2012142		1492656	1492657		    1
2012286	2012287		1492801	1492802		    1
2012310	2012311		1492825	1492826		    1
2012336	2012337		1492851	1492852		    1
2012420	2012443		1492935	1492958		   23
2012740	2012741		1493255	1493256		    1
2013289	2013302		1493804	1493817		   13
2013343	2013362		1493858	1493877		   19
2013403	2013404		1493918	1493919		    1
2013466	2013468		1493981	1493983		    2
2013532	2013548		1494047	1494063		   16
2013649	2013650		1494164	1494165		    1
2013700	2013702		1494215	1494217		    2
2013827	2013828		1494342	1494343		    1
2013859	2013861		1494374	1494376		    2
2013889	2013890		1494404	1494405		    1
2013928	2013945		1494443	1494460		   17
2014013	2014022		1494528	1494537		    9
2014093	2014094		1494608	1494609		    1
2014140	2014141		1494655	1494656		    1
2014215	2014216		1494730	1494731		    1
2014803	2014805		1495318	1495320		    2
2014893	2014901		1495408	1495416		    8
2014926	2014927		1495441	1495442		    1
2014965	2014967		1495480	1495482		    2
2015238	2015243		1495753	1495758		    5
2015397	2015398		1495912	1495913		    1
2015565	2015570		1496080	1496085		    5
2015674	2015689		1496189	1496204		   15
2015766	2015767		1496281	1496282		    1
2015844	2015845		1496359	1496360		    1
2015919	2015932		1496434	1496447		   13
2016172	2016173		1496687	1496688		    1
2016279	2016280		1496794	1496795		    1
2016361	2016362		1496876	1496877		    1
2016509	2016511		1497024	1497026		    2
2016576	2016585		1497091	1497100		    9
2016732	2016742		1497247	1497257		   10
2016793	2016812		1497308	1497327		   19
2016979	2016980		1497494	1497495		    1
2017147	2017149		1497662	1497664		    2
2017203	2017204		1497718	1497719		    1
